household_id,number_persons,district,household_type_theoretical,household_type_generated,member_count,house_building_name,house_building_type
HH_1784,1 persona,Sur,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,apartments
HH_1785,4 personas,Fortuna,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,,yes
HH_1786,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_1787,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Getafe norte,city
HH_1788,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1789,3 personas,Carrascal,Otro tipo de hogar,Otro tipo de hogar,3,,apartments
HH_1790,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,residential
HH_1791,1 persona,Zarzaquemada,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,residential
HH_1792,2 personas,Carrascal,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,apartments
HH_1793,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Madrid,city
HH_1794,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_1795,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_1796,3 personas,Norte,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,,apartments
HH_1797,3 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,semidetached_house
HH_1798,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_1799,1 persona,Zarzaquemada,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,residential
HH_1800,3 personas,Carrascal,Otro tipo de hogar,Otro tipo de hogar,3,,yes
HH_1801,1 persona,Sur,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Volkswagen Ardasa 2000,yes
HH_1802,3 personas,Norte,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,semidetached_house
HH_1803,3 personas,Fortuna,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,yes
HH_1804,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_1805,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_1806,2 personas,Norte,Otro tipo de hogar,Otro tipo de hogar,2,Madrid,city
HH_1807,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Fuenlabrada,city
HH_1808,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_1809,3 personas,Polvoranca,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Madrid,city
HH_1810,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_1811,4 personas,Carrascal,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,Sol y Vida,yes
HH_1812,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Fuenlabrada,city
HH_1813,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,apartments
HH_1814,3 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_1815,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_1816,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1817,3 personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),3,Madrid,city
HH_1818,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Lidl,yes
HH_1819,3 personas,Carrascal,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,,yes
HH_1820,4 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_1821,1 persona,San Nicasio,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,semidetached_house
HH_1822,3 personas,Carrascal,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Fuenlabrada,city
HH_1823,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,residential
HH_1824,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_1825,4 personas,Sur,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,4,,yes
HH_1826,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_1827,1 persona,San Nicasio,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Madrid,city
HH_1828,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_1829,1 persona,Sur,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Getafe norte,city
HH_1830,1 persona,Norte,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,apartments
HH_1831,1 persona,Fortuna,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,yes
HH_1832,3 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,apartments
HH_1833,3 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Getafe norte,city
HH_1834,1 persona,Polvoranca,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Mostoles,city
HH_1835,3 personas,Fortuna,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,yes
HH_1836,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,residential
HH_1837,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,semidetached_house
HH_1838,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,semidetached_house
HH_1839,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,residential
HH_1840,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Madrid,city
HH_1841,2 personas,Fortuna,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,semidetached_house
HH_1842,3 personas,Norte,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),3,,apartments
HH_1843,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_1844,4 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,terrace
HH_1845,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,residential
HH_1846,2 personas,Carrascal,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,yes
HH_1847,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_1848,5 o mas personas,Sur,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Alcorcon,city
HH_1849,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_1850,3 personas,Fortuna,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,yes
HH_1851,1 persona,Norte,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Madrid,city
HH_1852,1 persona,San Nicasio,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,semidetached_house
HH_1853,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_1854,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Getafe norte,city
HH_1855,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_1856,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Fuenlabrada,city
HH_1857,1 persona,Sur,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,yes
HH_1858,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Madrid,city
HH_1859,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_1860,5 o mas personas,Sur,Otro tipo de hogar,Otro tipo de hogar,5,,yes
HH_1861,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_1862,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_1863,4 personas,Sur,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,Fuenlabrada,city
HH_1864,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,semidetached_house
HH_1865,2 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,2,,apartments
HH_1866,5 o mas personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Mostoles,city
HH_1867,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1868,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Centro de Especialidades Mª Ángeles López Gómez,yes
HH_1869,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_1870,3 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,3,Fuenlabrada,city
HH_1871,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_1872,5 o mas personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,,yes
HH_1873,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_1874,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Alcorcon,city
HH_1875,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Extremadura,city
HH_1876,4 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_1877,2 personas,Norte,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Madrid,city
HH_1878,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_1879,1 persona,San Nicasio,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,semidetached_house
HH_1880,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1881,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_1882,1 persona,Carrascal,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,yes
HH_1883,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,house
HH_1884,3 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_1885,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,residential
HH_1886,1 persona,San Nicasio,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,apartments
HH_1887,3 personas,Carrascal,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,semidetached_house
HH_1888,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_1889,2 personas,Fortuna,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Mostoles,city
HH_1890,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_1891,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_1892,4 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_1893,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_1894,2 personas,San Nicasio,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,residential
HH_1895,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_1896,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_1897,1 persona,San Nicasio,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Getafe norte,city
HH_1898,1 persona,Sur,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Madrid,city
HH_1899,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_1900,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,semidetached_house
HH_1901,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,residential
HH_1902,3 personas,Norte,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,yes
HH_1903,3 personas,San Nicasio,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,Mostoles,city
HH_1904,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Mostoles,city
HH_1905,1 persona,Fortuna,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,yes
HH_1906,4 personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,Madrid,city
HH_1907,1 persona,Norte,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,apartments
HH_1908,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Madrid,city
HH_1909,1 persona,Carrascal,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,yes
HH_1910,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,residential
HH_1911,5 o mas personas,Zarzaquemada,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Mostoles,city
HH_1912,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,apartments
HH_1913,1 persona,Norte,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,apartments
HH_1914,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Fuenlabrada,city
HH_1915,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1916,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,apartments
HH_1917,3 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,3,,apartments
HH_1918,5 o mas personas,Norte,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,5,Fuenlabrada,city
HH_1919,5 o mas personas,Polvoranca,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,house
HH_1920,5 o mas personas,Fortuna,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,yes
HH_1921,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,yes
HH_1922,2 personas,San Nicasio,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,residential
HH_1923,4 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_1924,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,semidetached_house
HH_1925,3 personas,Fortuna,Otro tipo de hogar,Otro tipo de hogar,3,,terrace
HH_1926,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Getafe norte,city
HH_1927,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_1928,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1929,1 persona,Norte,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Mostoles,city
HH_1930,3 personas,Carrascal,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,Madrid,city
HH_1931,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Madrid,city
HH_1932,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_1933,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,residential
HH_1934,1 persona,Norte,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Fuenlabrada,city
HH_1935,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,apartments
HH_1936,1 persona,Zarzaquemada,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,,residential
HH_1937,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,residential
HH_1938,4 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_1939,1 persona,Zarzaquemada,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,yes
HH_1940,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_1941,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Mostoles,city
HH_1942,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,yes
HH_1943,2 personas,San Nicasio,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Getafe norte,city
HH_1944,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,yes
HH_1945,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_1946,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,residential
HH_1947,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1948,1 persona,Zarzaquemada,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,apartments
HH_1949,5 o mas personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,Madrid,city
HH_1950,4 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,4,,apartments
HH_1951,2 personas,Sur,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,apartments
HH_1952,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,construction
HH_1953,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,apartments
HH_1954,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_1955,2 personas,San Nicasio,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Centro de Protección Animal,yes
HH_1956,2 personas,Carrascal,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,semidetached_house
HH_1957,4 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_1958,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_1959,5 o mas personas,San Nicasio,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,yes
HH_1960,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Fuenlabrada,city
HH_1961,2 personas,Sur,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,apartments
HH_1962,2 personas,Fortuna,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_1963,1 persona,San Nicasio,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,yes
HH_1964,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,semidetached_house
HH_1965,1 persona,Zarzaquemada,Hogar con una mujer sola menor de 65 años,Hogar con una mujer sola menor de 65 años,1,Madrid,city
HH_1966,1 persona,Sur,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Tapón Spain, S.L.U.,yes
HH_1967,5 o mas personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,house
HH_1968,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,residential
HH_1969,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,apartments
