household_id,person_name,gender,age,age_range,father_name,mother_name,partner_name,children_count,living_place_name,working_place_name
HH_2012,Person_5103,female,35,35-39,,,,0,,Madrid
HH_2012,Person_5104,male,36,35-39,,,,0,,Mostoles
HH_2013,Person_5105,female,88,85-89,,,,0,Madrid,
HH_2014,Person_5106,male,36,35-39,,,,0,,Madrid
HH_2014,Person_5107,female,48,45-49,,,,0,,
HH_2014,Person_5108,male,60,60-64,,,,0,,Madrid
HH_2014,Person_5109,male,27,25-29,,,,0,,Madrid
HH_2015,Person_5110,male,49,45-49,,,,0,,Madrid
HH_2016,Person_5111,male,13,10-14,,Person_5115,,0,,
HH_2016,Person_5112,male,17,15-19,,Person_5115,,0,,
HH_2016,Person_5113,female,0,0-4,,Person_5115,,0,,
HH_2016,Person_5114,male,4,0-4,,Person_5115,,0,,
HH_2016,Person_5115,female,57,55-59,,,,4,,Mostoles
HH_2017,Person_5116,male,12,10-14,Person_5118,,,0,,
HH_2017,Person_5117,female,28,25-29,Person_5118,,,0,,
HH_2017,Person_5118,male,70,70-74,,,Person_5119,2,,
HH_2017,Person_5119,male,69,65-69,,,Person_5118,0,,
HH_2018,Person_5120,female,42,40-44,,,,0,Fuenlabrada,
HH_2019,Person_5121,female,98,95-99,,,,0,,
HH_2019,Person_5122,male,25,25-29,,,,0,,Madrid
HH_2019,Person_5123,male,45,45-49,,,,0,,Fuenlabrada
HH_2020,Person_5124,male,87,85-89,,,,0,Madrid,
HH_2021,Person_5125,male,38,35-39,,Person_5126,,0,,Madrid
HH_2021,Person_5126,female,63,60-64,,,Person_5127,1,,
HH_2021,Person_5127,female,64,60-64,,,Person_5126,0,,Madrid
HH_2022,Person_5128,male,40,40-44,,,,0,,Madrid
HH_2022,Person_5129,male,81,80-84,,,,0,,
HH_2022,Person_5130,male,23,20-24,,,,0,,Madrid
HH_2023,Person_5131,female,23,20-24,Person_5135,,,0,,
HH_2023,Person_5132,male,15,15-19,Person_5135,,,0,,
HH_2023,Person_5133,female,20,20-24,Person_5135,,,0,,
HH_2023,Person_5134,female,1,0-4,Person_5135,,,0,,
HH_2023,Person_5135,male,55,55-59,,,,4,,Madrid
HH_2024,Person_5136,female,95,95-99,,,,0,,
HH_2025,Person_5137,female,77,75-79,,,,0,,
HH_2025,Person_5138,male,95,95-99,,,,0,,
HH_2026,Person_5139,female,15,15-19,,Person_5141,,0,,
HH_2026,Person_5140,female,13,10-14,,Person_5141,,0,,
HH_2026,Person_5141,female,42,40-44,,,,2,,Madrid
HH_2027,Person_5142,female,51,50-54,,,,0,,Madrid
HH_2028,Person_5143,male,57,55-59,,,,0,,Madrid
HH_2028,Person_5144,male,71,70-74,,,,0,,
HH_2029,Person_5145,female,95,95-99,,,,0,,
HH_2029,Person_5146,male,89,85-89,,,,0,,
HH_2030,Person_5147,female,97,95-99,,,,0,,
HH_2030,Person_5148,female,68,65-69,,,,0,,
HH_2030,Person_5149,male,76,75-79,,,,0,,
HH_2031,Person_5150,female,19,15-19,,Person_5154,,0,,Madrid
HH_2031,Person_5151,female,24,20-24,,Person_5154,,0,,
HH_2031,Person_5152,female,8,5-9,,Person_5154,,0,,
HH_2031,Person_5153,male,4,0-4,,Person_5154,,0,,
HH_2031,Person_5154,female,67,65-69,,,,4,,
HH_2032,Person_5155,male,19,15-19,Person_5157,,,0,,
HH_2032,Person_5156,male,30,30-34,Person_5157,,,0,,Madrid
HH_2032,Person_5157,male,58,55-59,,,Person_5158,2,,
HH_2032,Person_5158,male,54,50-54,,,Person_5157,0,,
HH_2033,Person_5159,female,29,25-29,,,,0,,
HH_2034,Person_5160,female,68,65-69,,,,0,,
HH_2034,Person_5161,female,71,70-74,,,,0,,
HH_2035,Person_5162,male,4,0-4,Person_5164,,,0,Madrid,
HH_2035,Person_5163,female,1,0-4,Person_5164,,,0,Madrid,
HH_2035,Person_5164,male,29,25-29,,,,2,Madrid,
HH_2036,Person_5165,female,90,90-94,,,,0,Fuenlabrada,
HH_2037,Person_5166,female,6,5-9,Person_5168,,,0,,
HH_2037,Person_5167,male,27,25-29,Person_5168,,,0,,
HH_2037,Person_5168,male,52,50-54,,,Person_5169,2,,
HH_2037,Person_5169,male,54,50-54,,,Person_5168,0,,Madrid
HH_2038,Person_5170,male,25,25-29,,,,0,,Parque Científico de la Universidad Carlos III de Madrid
HH_2039,Person_5171,male,6,5-9,Person_5173,,,0,Opel Seliauto,
HH_2039,Person_5172,male,29,25-29,Person_5173,,,0,Opel Seliauto,Madrid
HH_2039,Person_5173,male,62,60-64,,,Person_5174,2,Opel Seliauto,Madrid
HH_2039,Person_5174,male,48,45-49,,,Person_5173,0,Opel Seliauto,Madrid
HH_2040,Person_5175,male,90,90-94,,,,0,,
HH_2040,Person_5176,female,55,55-59,,,,0,,Madrid
HH_2040,Person_5177,female,62,60-64,,,,0,,Madrid
HH_2041,Person_5178,male,47,45-49,,,,0,Fuenlabrada,
HH_2042,Person_5179,female,18,15-19,,Person_5181,,0,,
HH_2042,Person_5180,male,35,35-39,,Person_5181,,0,,
HH_2042,Person_5181,female,63,60-64,,,Person_5182,2,,Madrid
HH_2042,Person_5182,female,85,85-89,,,Person_5181,0,,
HH_2043,Person_5183,female,47,45-49,,,,0,,Madrid
HH_2043,Person_5184,male,52,50-54,,,,0,,Madrid
HH_2044,Person_5185,female,25,25-29,,Person_5186,,0,,Edificio Agustín de Betancourt
HH_2044,Person_5186,female,59,55-59,,,Person_5187,1,,Alcorcon
HH_2044,Person_5187,female,42,40-44,,,Person_5186,0,,Madrid
HH_2045,Person_5188,male,40,40-44,,,,0,,Madrid
HH_2045,Person_5189,male,25,25-29,,,,0,,Madrid
HH_2046,Person_5190,male,90,90-94,,,,0,Madrid,
HH_2046,Person_5191,female,35,35-39,,,,0,Madrid,
HH_2047,Person_5192,female,19,15-19,,Person_5195,,0,,Parque Científico de la Universidad Carlos III de Madrid
HH_2047,Person_5193,male,2,0-4,,Person_5195,,0,,
HH_2047,Person_5194,male,1,0-4,,Person_5195,,0,,
HH_2047,Person_5195,female,46,45-49,,,,3,,Madrid
HH_2048,Person_5196,female,8,5-9,Person_5198,,,0,,
HH_2048,Person_5197,female,27,25-29,Person_5198,,,0,,
HH_2048,Person_5198,male,56,55-59,,,Person_5199,2,,Madrid
HH_2048,Person_5199,male,62,60-64,,,Person_5198,0,,Madrid
HH_2049,Person_5200,female,19,15-19,,,,0,,Biblioteca Rey Pastor
HH_2049,Person_5201,female,45,45-49,,,,0,,
HH_2050,Person_5202,female,25,25-29,,Person_5205,,0,Mostoles,
HH_2050,Person_5203,female,23,20-24,,Person_5205,,0,Mostoles,
HH_2050,Person_5204,female,21,20-24,,Person_5205,,0,Mostoles,
HH_2050,Person_5205,female,52,50-54,,,Person_5206,3,Mostoles,
HH_2050,Person_5206,female,48,45-49,,,Person_5205,0,Mostoles,
HH_2051,Person_5207,female,98,95-99,,,,0,,
HH_2052,Person_5208,male,14,10-14,,Person_5209,,0,,
HH_2052,Person_5209,female,48,45-49,,,Person_5210,1,,Madrid
HH_2052,Person_5210,female,45,45-49,,,Person_5209,0,,Madrid
HH_2053,Person_5211,male,77,75-79,Person_5212,,,0,,
HH_2053,Person_5212,male,115,100-120,,,,1,,
HH_2054,Person_5213,female,0,0-4,,Person_5216,,0,Madrid,
HH_2054,Person_5214,male,6,5-9,,Person_5216,,0,Madrid,Edificio Octavio Paz
HH_2054,Person_5215,male,1,0-4,,Person_5216,,0,Madrid,
HH_2054,Person_5216,female,31,30-34,,,Person_5217,3,Madrid,
HH_2054,Person_5217,female,37,35-39,,,Person_5216,0,Madrid,
HH_2055,Person_5218,female,31,30-34,,,,0,,Mostoles
HH_2055,Person_5219,female,91,90-94,,,,0,,
HH_2056,Person_5220,male,5,5-9,Person_5221,,,0,,
HH_2056,Person_5221,male,30,30-34,,,Person_5222,1,,Edificio Sabatini
HH_2056,Person_5222,male,26,25-29,,,Person_5221,0,,Madrid
HH_2057,Person_5223,female,18,15-19,,Person_5226,,0,Madrid,
HH_2057,Person_5224,female,17,15-19,,Person_5226,,0,Madrid,Escuela Municipal de Música Manuel Rodríguez Sales
HH_2057,Person_5225,male,21,20-24,,Person_5226,,0,Madrid,
HH_2057,Person_5226,female,50,50-54,,,,3,Madrid,
HH_2058,Person_5227,male,49,45-49,,,,0,,
HH_2058,Person_5228,male,74,70-74,,,,0,,
HH_2059,Person_5229,male,34,30-34,,,,0,,Madrid
HH_2060,Person_5230,female,67,65-69,,,,0,,
HH_2061,Person_5231,male,20,20-24,,,,0,Madrid,
HH_2062,Person_5232,male,3,0-4,Person_5234,,,0,Madrid,
HH_2062,Person_5233,male,28,25-29,Person_5234,,,0,Madrid,
HH_2062,Person_5234,male,57,55-59,,,Person_5235,2,Madrid,
HH_2062,Person_5235,male,36,35-39,,,Person_5234,0,Madrid,Polideportivo Alfredo Di Stefano
HH_2063,Person_5236,female,88,85-89,,,,0,Volkswagen Ardasa 2000,
HH_2064,Person_5237,male,17,15-19,,Person_5238,,0,,Edificio Juan de Mairena
HH_2064,Person_5238,female,51,50-54,,,Person_5239,1,,Madrid
HH_2064,Person_5239,female,49,45-49,,,Person_5238,0,,Madrid
HH_2065,Person_5240,male,42,40-44,,Person_5241,,0,,Madrid
HH_2065,Person_5241,female,68,65-69,,,Person_5242,1,,
HH_2065,Person_5242,female,67,65-69,,,Person_5241,0,,
HH_2066,Person_5243,female,9,5-9,,Person_5245,,0,,
HH_2066,Person_5244,male,12,10-14,,Person_5245,,0,,Edificio Octavio Paz
HH_2066,Person_5245,female,53,50-54,,,,2,,Madrid
HH_2067,Person_5246,male,21,20-24,,,,0,Madrid,
HH_2067,Person_5247,male,83,80-84,,,,0,Madrid,
HH_2067,Person_5248,male,26,25-29,,,,0,Madrid,
HH_2068,Person_5249,male,5,5-9,Person_5251,,,0,,Escuela Infantil Rosa Caramelo
HH_2068,Person_5250,male,34,30-34,Person_5251,,,0,,Mostoles
HH_2068,Person_5251,male,62,60-64,,,Person_5252,2,,Madrid
HH_2068,Person_5252,male,55,55-59,,,Person_5251,0,,Madrid
HH_2069,Person_5253,male,49,45-49,,,,0,Fuenlabrada,
HH_2069,Person_5254,female,88,85-89,,,,0,Fuenlabrada,
HH_2070,Person_5255,male,35,35-39,,,,0,Madrid,
HH_2070,Person_5256,male,77,75-79,,,,0,Madrid,
HH_2070,Person_5257,male,92,90-94,,,,0,Madrid,
HH_2071,Person_5258,female,43,40-44,Person_5259,,,0,Fuenlabrada,
HH_2071,Person_5259,male,82,80-84,,,,1,Fuenlabrada,
HH_2072,Person_5260,female,3,0-4,Person_5261,,,0,Alcorcon,
HH_2072,Person_5261,male,46,45-49,,,Person_5262,1,Alcorcon,
HH_2072,Person_5262,male,49,45-49,,,Person_5261,0,Alcorcon,
HH_2073,Person_5263,female,80,80-84,,,,0,,
HH_2073,Person_5264,female,98,95-99,,,,0,,
HH_2074,Person_5265,male,30,30-34,Person_5266,,,0,,
HH_2074,Person_5266,male,59,55-59,,,Person_5267,1,,Madrid
HH_2074,Person_5267,male,59,55-59,,,Person_5266,0,,
HH_2075,Person_5268,male,21,20-24,,Person_5269,,0,Madrid,Biblioteca Rey Pastor
HH_2075,Person_5269,female,48,45-49,,,,1,Madrid,
HH_2076,Person_5270,male,21,20-24,,Person_5273,,0,,Fuenlabrada
HH_2076,Person_5271,female,29,25-29,,Person_5273,,0,,Madrid
HH_2076,Person_5272,male,14,10-14,,Person_5273,,0,,
HH_2076,Person_5273,female,56,55-59,,,Person_5274,3,,Madrid
HH_2076,Person_5274,female,55,55-59,,,Person_5273,0,,Madrid
HH_2077,Person_5275,male,6,5-9,,Person_5277,,0,Mostoles,
HH_2077,Person_5276,female,27,25-29,,Person_5277,,0,Mostoles,
HH_2077,Person_5277,female,64,60-64,,,Person_5278,2,Mostoles,
HH_2077,Person_5278,female,74,70-74,,,Person_5277,0,Mostoles,
HH_2078,Person_5279,male,85,85-89,,,,0,,
HH_2079,Person_5280,male,3,0-4,,Person_5282,,0,,Escuela Infantil Rosa Caramelo
HH_2079,Person_5281,female,35,35-39,,Person_5282,,0,,
HH_2079,Person_5282,female,70,70-74,,,Person_5283,2,,
HH_2079,Person_5283,female,57,55-59,,,Person_5282,0,,Madrid
HH_2080,Person_5284,male,15,15-19,,Person_5285,,0,,
HH_2080,Person_5285,female,30,30-34,,,,1,,Biblioteca Rey Pastor
HH_2081,Person_5286,female,25,25-29,,Person_5288,,0,,Edificio Torres Quevedo
HH_2081,Person_5287,male,27,25-29,,Person_5288,,0,,Madrid
HH_2081,Person_5288,female,44,40-44,,,Person_5289,2,,Madrid
HH_2081,Person_5289,female,40,40-44,,,Person_5288,0,,Madrid
HH_2082,Person_5290,female,62,60-64,,,,0,Fuenlabrada,
HH_2082,Person_5291,male,97,95-99,,,,0,Fuenlabrada,
HH_2083,Person_5292,female,74,70-74,,,,0,,
HH_2084,Person_5293,female,98,95-99,,,,0,,
HH_2084,Person_5294,male,87,85-89,,,,0,,
HH_2085,Person_5295,male,27,25-29,,,,0,,Extremadura
HH_2085,Person_5296,male,44,40-44,,,,0,,
HH_2085,Person_5297,male,68,65-69,,,,0,,
HH_2085,Person_5298,male,57,55-59,,,,0,,Madrid
HH_2086,Person_5299,female,55,55-59,,,,0,,
HH_2087,Person_5300,male,22,20-24,,,,0,Madrid,
HH_2088,Person_5301,female,43,40-44,,,,0,Madrid,
HH_2088,Person_5302,female,97,95-99,,,,0,Madrid,
HH_2089,Person_5303,male,20,20-24,Person_5305,,,0,Mostoles,Edificio Torres Quevedo
HH_2089,Person_5304,female,30,30-34,Person_5305,,,0,Mostoles,Fundación IMDEA Networks
HH_2089,Person_5305,male,62,60-64,,,Person_5306,2,Mostoles,
HH_2089,Person_5306,male,86,85-89,,,Person_5305,0,Mostoles,
HH_2090,Person_5307,male,62,60-64,,,,0,Madrid,
HH_2091,Person_5308,male,20,20-24,,Person_5309,,0,,
HH_2091,Person_5309,female,36,35-39,,,Person_5310,1,,Madrid
HH_2091,Person_5310,female,35,35-39,,,Person_5309,0,,Madrid
HH_2092,Person_5311,male,12,10-14,Person_5312,,,0,,
HH_2092,Person_5312,male,40,40-44,,,Person_5313,1,,Madrid
HH_2092,Person_5313,male,31,30-34,,,Person_5312,0,,Madrid
HH_2093,Person_5314,female,83,80-84,,Person_5315,,0,,
HH_2093,Person_5315,female,120,100-120,,,,1,,
HH_2094,Person_5316,female,17,15-19,,Person_5318,,0,Madrid,
HH_2094,Person_5317,male,26,25-29,,Person_5318,,0,Madrid,
HH_2094,Person_5318,female,57,55-59,,,Person_5319,2,Madrid,
HH_2094,Person_5319,female,58,55-59,,,Person_5318,0,Madrid,
HH_2095,Person_5320,female,18,15-19,,Person_5321,,0,,Parque Científico de la Universidad Carlos III de Madrid
HH_2095,Person_5321,female,54,50-54,,,Person_5322,1,,Madrid
HH_2095,Person_5322,female,51,50-54,,,Person_5321,0,,Madrid
HH_2096,Person_5323,male,35,35-39,Person_5324,,,0,Alcorcon,BMW
HH_2096,Person_5324,male,60,60-64,,,Person_5325,1,Alcorcon,
HH_2096,Person_5325,male,50,50-54,,,Person_5324,0,Alcorcon,
HH_2097,Person_5326,male,39,35-39,,,,0,Getafe norte,Kubota
HH_2097,Person_5327,female,51,50-54,,,,0,Getafe norte,
HH_2098,Person_5328,male,60,60-64,,,,0,,Madrid
HH_2098,Person_5329,male,73,70-74,,,,0,,
HH_2099,Person_5330,male,97,95-99,,,,0,,
HH_2099,Person_5331,male,92,90-94,,,,0,,
HH_2100,Person_5332,female,26,25-29,,Person_5333,,0,Mostoles,Parque Científico de la Universidad Carlos III de Madrid
HH_2100,Person_5333,female,59,55-59,,,Person_5334,1,Mostoles,
HH_2100,Person_5334,female,54,50-54,,,Person_5333,0,Mostoles,
HH_2101,Person_5335,female,41,40-44,,Person_5336,,0,,Madrid
HH_2101,Person_5336,female,83,80-84,,,Person_5337,1,,
HH_2101,Person_5337,female,54,50-54,,,Person_5336,0,,Getafe norte
HH_2102,Person_5338,male,24,20-24,,,,0,,Biblioteca Rey Pastor
HH_2102,Person_5339,female,61,60-64,,,,0,,Madrid
HH_2103,Person_5340,female,22,20-24,,,,0,,Madrid
HH_2104,Person_5341,female,56,55-59,,,,0,,Madrid
HH_2104,Person_5342,male,70,70-74,,,,0,,
HH_2105,Person_5343,female,41,40-44,,,,0,,Madrid
HH_2105,Person_5344,male,50,50-54,,,,0,,Madrid
HH_2106,Person_5345,female,24,20-24,Person_5349,,,0,,
HH_2106,Person_5346,female,34,30-34,Person_5349,,,0,,Madrid
HH_2106,Person_5347,female,15,15-19,Person_5349,,,0,,Centro Ocupacional Juan Ramón Jiménez
HH_2106,Person_5348,female,13,10-14,Person_5349,,,0,,
HH_2106,Person_5349,male,64,60-64,,,,4,,Madrid
HH_2107,Person_5350,male,95,95-99,,,,0,,
HH_2108,Person_5351,male,10,10-14,,Person_5353,,0,,
HH_2108,Person_5352,male,33,30-34,,Person_5353,,0,,Madrid
HH_2108,Person_5353,female,63,60-64,,,Person_5354,2,,Madrid
HH_2108,Person_5354,female,82,80-84,,,Person_5353,0,,
HH_2109,Person_5355,male,58,55-59,,,,0,Madrid,
HH_2109,Person_5356,male,19,15-19,,,,0,Madrid,
HH_2110,Person_5357,male,68,65-69,,,,0,,
HH_2111,Person_5358,male,15,15-19,,Person_5359,,0,,
HH_2111,Person_5359,female,33,30-34,,,,1,,Getafe norte
HH_2112,Person_5360,male,3,0-4,Person_5361,,,0,,
HH_2112,Person_5361,male,47,45-49,,,Person_5362,1,,Madrid
HH_2112,Person_5362,male,35,35-39,,,Person_5361,0,,SNB Solo Neumáticos Baratos
HH_2113,Person_5363,male,8,5-9,,Person_5364,,0,,
HH_2113,Person_5364,female,34,30-34,,,Person_5365,1,,Madrid
HH_2113,Person_5365,female,33,30-34,,,Person_5364,0,,Madrid
HH_2114,Person_5366,female,17,15-19,,Person_5368,,0,Madrid,
HH_2114,Person_5367,male,8,5-9,,Person_5368,,0,Madrid,
HH_2114,Person_5368,female,46,45-49,,,,2,Madrid,
HH_2115,Person_5369,female,20,20-24,,,,0,Getafe norte,
HH_2115,Person_5370,male,23,20-24,,,,0,Getafe norte,
HH_2116,Person_5371,male,55,55-59,,,,0,,Madrid
HH_2116,Person_5372,female,95,95-99,,,,0,,
HH_2117,Person_5373,female,39,35-39,,,,0,,Madrid
HH_2117,Person_5374,male,26,25-29,,,,0,,
HH_2117,Person_5375,female,98,95-99,,,,0,,
HH_2118,Person_5376,female,97,95-99,,,,0,Getafe norte,
HH_2118,Person_5377,male,25,25-29,,,,0,Getafe norte,Fundación IMDEA Networks
HH_2119,Person_5378,female,91,90-94,,,,0,,
HH_2119,Person_5379,female,46,45-49,,,,0,,Madrid
HH_2119,Person_5380,female,88,85-89,,,,0,,
HH_2120,Person_5381,female,8,5-9,,Person_5383,,0,,
HH_2120,Person_5382,female,33,30-34,,Person_5383,,0,,Madrid
HH_2120,Person_5383,female,59,55-59,,,Person_5384,2,,Madrid
HH_2120,Person_5384,female,90,90-94,,,Person_5383,0,,
HH_2121,Person_5385,female,3,0-4,,Person_5386,,0,,
HH_2121,Person_5386,female,47,45-49,,,Person_5387,1,,Madrid
HH_2121,Person_5387,female,99,95-99,,,Person_5386,0,,
HH_2122,Person_5388,female,41,40-44,,,,0,,
HH_2123,Person_5389,female,55,55-59,,,,0,,Madrid
HH_2124,Person_5390,female,17,15-19,Person_5392,,,0,,
HH_2124,Person_5391,female,1,0-4,Person_5392,,,0,,
HH_2124,Person_5392,male,50,50-54,,,,2,,
HH_2125,Person_5393,female,28,25-29,,,,0,,Edificio Sabatini
HH_2125,Person_5394,female,43,40-44,,,,0,,Madrid
HH_2126,Person_5395,female,64,60-64,,,,0,,Madrid
HH_2127,Person_5396,male,22,20-24,Person_5397,,,0,Madrid,
HH_2127,Person_5397,male,64,60-64,,,Person_5398,1,Madrid,
HH_2127,Person_5398,male,64,60-64,,,Person_5397,0,Madrid,
HH_2128,Person_5399,male,29,25-29,Person_5400,,,0,,Edificio Agustín de Betancourt
HH_2128,Person_5400,male,59,55-59,,,,1,,Madrid
HH_2129,Person_5401,male,44,40-44,,,,0,Mostoles,
HH_2130,Person_5402,female,15,15-19,,Person_5404,,0,,
HH_2130,Person_5403,female,26,25-29,,Person_5404,,0,,Madrid
HH_2130,Person_5404,female,55,55-59,,,Person_5405,2,,Madrid
HH_2130,Person_5405,female,59,55-59,,,Person_5404,0,,Madrid
HH_2131,Person_5406,female,2,0-4,Person_5408,,,0,,
HH_2131,Person_5407,female,35,35-39,Person_5408,,,0,,Alcorcon
HH_2131,Person_5408,male,52,50-54,,,Person_5409,2,,Madrid
HH_2131,Person_5409,male,45,45-49,,,Person_5408,0,,Madrid
HH_2132,Person_5410,male,4,0-4,,Person_5414,,0,,
HH_2132,Person_5411,male,13,10-14,,Person_5414,,0,,
HH_2132,Person_5412,female,12,10-14,,Person_5414,,0,,
HH_2132,Person_5413,female,7,5-9,,Person_5414,,0,,
HH_2132,Person_5414,female,47,45-49,,,,4,,Madrid
HH_2133,Person_5415,female,12,10-14,,Person_5419,,0,,
HH_2133,Person_5416,female,0,0-4,,Person_5419,,0,,
HH_2133,Person_5417,female,0,0-4,,Person_5419,,0,,
HH_2133,Person_5418,female,20,20-24,,Person_5419,,0,,
HH_2133,Person_5419,female,49,45-49,,,,4,,Madrid
HH_2134,Person_5420,female,2,0-4,,Person_5423,,0,,
HH_2134,Person_5421,male,2,0-4,,Person_5423,,0,,
HH_2134,Person_5422,male,3,0-4,,Person_5423,,0,,
HH_2134,Person_5423,female,32,30-34,,,,3,,Madrid
HH_2135,Person_5424,female,81,80-84,,,,0,Mostoles,
HH_2136,Person_5425,male,2,0-4,Person_5428,,,0,,Escuela Infantil Rosa Caramelo
HH_2136,Person_5426,female,8,5-9,Person_5428,,,0,,
HH_2136,Person_5427,male,2,0-4,Person_5428,,,0,,
HH_2136,Person_5428,male,40,40-44,,,Person_5429,3,,Madrid
HH_2136,Person_5429,male,44,40-44,,,Person_5428,0,,Madrid
HH_2137,Person_5430,male,40,40-44,,Person_5431,,0,,
HH_2137,Person_5431,female,82,80-84,,,Person_5432,1,,
HH_2137,Person_5432,female,85,85-89,,,Person_5431,0,,
HH_2138,Person_5433,female,92,90-94,,,,0,Madrid,
HH_2139,Person_5434,male,74,70-74,,,,0,,
HH_2139,Person_5435,female,37,35-39,,,,0,,Madrid
HH_2140,Person_5436,male,5,5-9,,Person_5437,,0,Fuenlabrada,
HH_2140,Person_5437,female,32,30-34,,,Person_5438,1,Fuenlabrada,
HH_2140,Person_5438,female,33,30-34,,,Person_5437,0,Fuenlabrada,
HH_2141,Person_5439,female,91,90-94,,,,0,Madrid,
HH_2142,Person_5440,male,39,35-39,,,,0,Madrid,
HH_2143,Person_5441,female,94,90-94,,,,0,Fuenlabrada,
HH_2144,Person_5442,male,53,50-54,,,,0,,Madrid
HH_2144,Person_5443,female,98,95-99,,,,0,,
HH_2145,Person_5444,female,82,80-84,,,,0,Hotel de Asociaciones,
HH_2145,Person_5445,female,97,95-99,,,,0,Hotel de Asociaciones,
HH_2146,Person_5446,male,4,0-4,,Person_5450,,0,,
HH_2146,Person_5447,male,5,5-9,,Person_5450,,0,,
HH_2146,Person_5448,female,13,10-14,,Person_5450,,0,,
HH_2146,Person_5449,male,7,5-9,,Person_5450,,0,,
HH_2146,Person_5450,female,32,30-34,,,,4,,Madrid
HH_2147,Person_5451,female,16,15-19,,Person_5452,,0,,
HH_2147,Person_5452,female,43,40-44,,,Person_5453,1,,
HH_2147,Person_5453,female,76,75-79,,,Person_5452,0,,
HH_2148,Person_5454,male,4,0-4,,Person_5456,,0,,
HH_2148,Person_5455,female,28,25-29,,Person_5456,,0,,
HH_2148,Person_5456,female,65,65-69,,,Person_5457,2,,
HH_2148,Person_5457,female,74,70-74,,,Person_5456,0,,
HH_2149,Person_5458,male,20,20-24,Person_5459,,,0,Madrid,
HH_2149,Person_5459,male,51,50-54,,,Person_5460,1,Madrid,Ayuntamiento de Leganés
HH_2149,Person_5460,male,43,40-44,,,Person_5459,0,Madrid,
HH_2150,Person_5461,male,8,5-9,Person_5462,,,0,,
HH_2150,Person_5462,male,34,30-34,,,Person_5463,1,,Madrid
HH_2150,Person_5463,male,30,30-34,,,Person_5462,0,,Madrid
HH_2151,Person_5464,female,87,85-89,,,,0,Madrid,
HH_2152,Person_5465,male,88,85-89,,,,0,,
HH_2153,Person_5466,female,25,25-29,,Person_5470,,0,,Madrid
HH_2153,Person_5467,male,35,35-39,,Person_5470,,0,,Madrid
HH_2153,Person_5468,male,7,5-9,,Person_5470,,0,,Escuela Municipal de Música Manuel Rodríguez Sales
HH_2153,Person_5469,male,30,30-34,,Person_5470,,0,,Parque Científico de la Universidad Carlos III de Madrid
HH_2153,Person_5470,female,64,60-64,,,,4,,
HH_2154,Person_5471,male,18,15-19,Person_5473,,,0,Madrid,Edificio Agustín de Betancourt
HH_2154,Person_5472,male,33,30-34,Person_5473,,,0,Madrid,
HH_2154,Person_5473,male,64,60-64,,,Person_5474,2,Madrid,
HH_2154,Person_5474,male,81,80-84,,,Person_5473,0,Madrid,
HH_2155,Person_5475,male,0,0-4,Person_5477,,,0,,
HH_2155,Person_5476,female,7,5-9,Person_5477,,,0,,
HH_2155,Person_5477,male,26,25-29,,,,2,,Madrid
HH_2156,Person_5478,male,17,15-19,Person_5481,,,0,,
HH_2156,Person_5479,male,12,10-14,Person_5481,,,0,,
HH_2156,Person_5480,male,17,15-19,Person_5481,,,0,,
HH_2156,Person_5481,male,59,55-59,,,,3,,Madrid
HH_2157,Person_5482,male,52,50-54,,,,0,,
HH_2157,Person_5483,female,64,60-64,,,,0,,Madrid
HH_2158,Person_5484,male,53,50-54,,,,0,,Madrid
HH_2159,Person_5485,female,93,90-94,,,,0,,
HH_2160,Person_5486,female,49,45-49,,,,0,Mostoles,
HH_2161,Person_5487,male,99,95-99,,,,0,Mostoles,
HH_2162,Person_5488,male,76,75-79,Person_5489,,,0,Madrid,
HH_2162,Person_5489,male,119,100-120,,,,1,Madrid,
HH_2163,Person_5490,male,87,85-89,,,,0,Fuenlabrada,
HH_2163,Person_5491,female,88,85-89,,,,0,Fuenlabrada,
HH_2164,Person_5492,male,76,75-79,,,,0,,
HH_2164,Person_5493,male,45,45-49,,,,0,,Getafe norte
HH_2165,Person_5494,female,22,20-24,,Person_5497,,0,Fuenlabrada,
HH_2165,Person_5495,female,6,5-9,,Person_5497,,0,Fuenlabrada,
HH_2165,Person_5496,female,15,15-19,,Person_5497,,0,Fuenlabrada,
HH_2165,Person_5497,female,56,55-59,,,,3,Fuenlabrada,
HH_2166,Person_5498,female,25,25-29,Person_5500,,,0,,Madrid
HH_2166,Person_5499,male,27,25-29,Person_5500,,,0,,Edificio Torres Quevedo
HH_2166,Person_5500,male,52,50-54,,,Person_5501,2,,Fuenlabrada
HH_2166,Person_5501,male,50,50-54,,,Person_5500,0,,
HH_2167,Person_5502,female,16,15-19,,Person_5504,,0,Madrid,
HH_2167,Person_5503,female,34,30-34,,Person_5504,,0,Madrid,
HH_2167,Person_5504,female,65,65-69,,,Person_5505,2,Madrid,
HH_2167,Person_5505,female,72,70-74,,,Person_5504,0,Madrid,
HH_2168,Person_5506,male,11,10-14,Person_5507,,,0,Madrid,
HH_2168,Person_5507,male,27,25-29,,,Person_5508,1,Madrid,
HH_2168,Person_5508,male,27,25-29,,,Person_5507,0,Madrid,
HH_2169,Person_5509,male,90,90-94,,,,0,,
HH_2170,Person_5510,female,35,35-39,,,,0,,Madrid
HH_2171,Person_5511,female,59,55-59,,,,0,Getafe norte,
HH_2172,Person_5512,female,92,90-94,,,,0,,
